mes,Value,Syear,station,metric
Jun,3.9,2010,FUJISAN,Monthly mean daily maximum temperature
Jul,9,2010,FUJISAN,Monthly mean daily maximum temperature
Aug,12,2010,FUJISAN,Monthly mean daily maximum temperature
Sep,7.9,2010,FUJISAN,Monthly mean daily maximum temperature
Oct,2.3,2010,FUJISAN,Monthly mean daily maximum temperature
Nov,-7.4,2010,FUJISAN,Monthly mean daily maximum temperature
Dec,-12.2,2010,FUJISAN,Monthly mean daily maximum temperature
Jan,-20.3,2011,FUJISAN,Monthly mean daily maximum temperature
Feb,-12,2011,FUJISAN,Monthly mean daily maximum temperature
Mar,-14.5,2011,FUJISAN,Monthly mean daily maximum temperature
Apr,-7.9,2011,FUJISAN,Monthly mean daily maximum temperature
May,-1,2011,FUJISAN,Monthly mean daily maximum temperature
Jun,3.4,2011,FUJISAN,Monthly mean daily maximum temperature
Jul,10.2,2011,FUJISAN,Monthly mean daily maximum temperature
Aug,10.1,2011,FUJISAN,Monthly mean daily maximum temperature
Sep,7.2,2011,FUJISAN,Monthly mean daily maximum temperature
Oct,0.8,2011,FUJISAN,Monthly mean daily maximum temperature
Nov,-3.6,2011,FUJISAN,Monthly mean daily maximum temperature
Dec,-14,2011,FUJISAN,Monthly mean daily maximum temperature
Jan,-17.2,2012,FUJISAN,Monthly mean daily maximum temperature
Feb,-14.9,2012,FUJISAN,Monthly mean daily maximum temperature
Mar,-11.2,2012,FUJISAN,Monthly mean daily maximum temperature
Apr,-6.8,2012,FUJISAN,Monthly mean daily maximum temperature
May,-2.8,2012,FUJISAN,Monthly mean daily maximum temperature
Jun,3.9,2012,FUJISAN,Monthly mean daily maximum temperature
Jul,8.6,2012,FUJISAN,Monthly mean daily maximum temperature
Aug,11.3,2012,FUJISAN,Monthly mean daily maximum temperature
Sep,6.9,2012,FUJISAN,Monthly mean daily maximum temperature
Oct,0.1,2012,FUJISAN,Monthly mean daily maximum temperature
Nov,-8.2,2012,FUJISAN,Monthly mean daily maximum temperature
Dec,-13.2,2012,FUJISAN,Monthly mean daily maximum temperature
Jan,-16.8,2013,FUJISAN,Monthly mean daily maximum temperature
Feb,-13.9,2013,FUJISAN,Monthly mean daily maximum temperature
Mar,-8.5,2013,FUJISAN,Monthly mean daily maximum temperature
Apr,-7,2013,FUJISAN,Monthly mean daily maximum temperature
May,-0.9,2013,FUJISAN,Monthly mean daily maximum temperature
Jun,4.9,2013,FUJISAN,Monthly mean daily maximum temperature
Jul,7.1,2013,FUJISAN,Monthly mean daily maximum temperature
Aug,9.6,2013,FUJISAN,Monthly mean daily maximum temperature
Sep,8.2,2013,FUJISAN,Monthly mean daily maximum temperature
Oct,3.6,2013,FUJISAN,Monthly mean daily maximum temperature
Nov,-8.5,2013,FUJISAN,Monthly mean daily maximum temperature
Dec,-13.9,2013,FUJISAN,Monthly mean daily maximum temperature
Jan,-14.9,2014,FUJISAN,Monthly mean daily maximum temperature
Feb,-12.8,2014,FUJISAN,Monthly mean daily maximum temperature
Mar,-11.3,2014,FUJISAN,Monthly mean daily maximum temperature
Apr,-7.9,2014,FUJISAN,Monthly mean daily maximum temperature
May,-1.7,2014,FUJISAN,Monthly mean daily maximum temperature
Jun,3.5,2014,FUJISAN,Monthly mean daily maximum temperature
Jul,8.6,2014,FUJISAN,Monthly mean daily maximum temperature
Aug,8,2014,FUJISAN,Monthly mean daily maximum temperature
Sep,5.1,2014,FUJISAN,Monthly mean daily maximum temperature
Oct,0.9,2014,FUJISAN,Monthly mean daily maximum temperature
Nov,-5.6,2014,FUJISAN,Monthly mean daily maximum temperature
Dec,-15.3,2014,FUJISAN,Monthly mean daily maximum temperature
Jan,-14.6,2015,FUJISAN,Monthly mean daily maximum temperature
Feb,-14.9,2015,FUJISAN,Monthly mean daily maximum temperature
Mar,-10.6,2015,FUJISAN,Monthly mean daily maximum temperature
Apr,-3,2015,FUJISAN,Monthly mean daily maximum temperature
May,1,2015,FUJISAN,Monthly mean daily maximum temperature
Jun,4.7,2015,FUJISAN,Monthly mean daily maximum temperature
Jul,8.5,2015,FUJISAN,Monthly mean daily maximum temperature
Aug,10.2,2015,FUJISAN,Monthly mean daily maximum temperature
Sep,5.4,2015,FUJISAN,Monthly mean daily maximum temperature
Oct,0,2015,FUJISAN,Monthly mean daily maximum temperature
Nov,-3.3,2015,FUJISAN,Monthly mean daily maximum temperature
Dec,-10.1,2015,FUJISAN,Monthly mean daily maximum temperature
Jan,-21.2,2009,FUJISAN,Monthly mean daily minimum temperature
Feb,-18.7,2009,FUJISAN,Monthly mean daily minimum temperature
Mar,-18.2,2009,FUJISAN,Monthly mean daily minimum temperature
Apr,-12.2,2009,FUJISAN,Monthly mean daily minimum temperature
May,-5.9,2009,FUJISAN,Monthly mean daily minimum temperature
Jun,-2.4,2009,FUJISAN,Monthly mean daily minimum temperature
Jul,1.7,2009,FUJISAN,Monthly mean daily minimum temperature
Aug,3.7,2009,FUJISAN,Monthly mean daily minimum temperature
Sep,0.1,2009,FUJISAN,Monthly mean daily minimum temperature
Oct,-6.8,2009,FUJISAN,Monthly mean daily minimum temperature
Nov,-10.8,2009,FUJISAN,Monthly mean daily minimum temperature
Dec,-18,2009,FUJISAN,Monthly mean daily minimum temperature
Jan,-21.8,2010,FUJISAN,Monthly mean daily minimum temperature
Feb,-19.5,2010,FUJISAN,Monthly mean daily minimum temperature
Mar,-17.4,2010,FUJISAN,Monthly mean daily minimum temperature
Apr,-12.6,2010,FUJISAN,Monthly mean daily minimum temperature
May,-7.4,2010,FUJISAN,Monthly mean daily minimum temperature
Jun,-1.3,2010,FUJISAN,Monthly mean daily minimum temperature
Jul,2.8,2010,FUJISAN,Monthly mean daily minimum temperature
Aug,5.6,2010,FUJISAN,Monthly mean daily minimum temperature
Sep,1.7,2010,FUJISAN,Monthly mean daily minimum temperature
Oct,-3.4,2010,FUJISAN,Monthly mean daily minimum temperature
Nov,-13.1,2010,FUJISAN,Monthly mean daily minimum temperature
Dec,-18.5,2010,FUJISAN,Monthly mean daily minimum temperature
Jan,-25.3,2011,FUJISAN,Monthly mean daily minimum temperature
Feb,-19.1,2011,FUJISAN,Monthly mean daily minimum temperature
Mar,-21.7,2011,FUJISAN,Monthly mean daily minimum temperature
Apr,-14.4,2011,FUJISAN,Monthly mean daily minimum temperature
May,-6.2,2011,FUJISAN,Monthly mean daily minimum temperature
Jun,-1.4,2011,FUJISAN,Monthly mean daily minimum temperature
Jul,3.9,2011,FUJISAN,Monthly mean daily minimum temperature
Aug,4.3,2011,FUJISAN,Monthly mean daily minimum temperature
Sep,0.6,2011,FUJISAN,Monthly mean daily minimum temperature
Oct,-4.9,2011,FUJISAN,Monthly mean daily minimum temperature
Nov,-9.5,2011,FUJISAN,Monthly mean daily minimum temperature
Dec,-19.5,2011,FUJISAN,Monthly mean daily minimum temperature
Jan,-22.7,2012,FUJISAN,Monthly mean daily minimum temperature
Feb,-21.8,2012,FUJISAN,Monthly mean daily minimum temperature
Mar,-18.4,2012,FUJISAN,Monthly mean daily minimum temperature
Apr,-13,2012,FUJISAN,Monthly mean daily minimum temperature
May,-8.7,2012,FUJISAN,Monthly mean daily minimum temperature
Jun,-2,2012,FUJISAN,Monthly mean daily minimum temperature
Jul,2.9,2012,FUJISAN,Monthly mean daily minimum temperature
Aug,4,2012,FUJISAN,Monthly mean daily minimum temperature
Sep,0.6,2012,FUJISAN,Monthly mean daily minimum temperature
Oct,-6.2,2012,FUJISAN,Monthly mean daily minimum temperature
Nov,-14.3,2012,FUJISAN,Monthly mean daily minimum temperature
Dec,-19.7,2012,FUJISAN,Monthly mean daily minimum temperature
Jan,-22.5,2013,FUJISAN,Monthly mean daily minimum temperature
Feb,-21.2,2013,FUJISAN,Monthly mean daily minimum temperature
Mar,-15.5,2013,FUJISAN,Monthly mean daily minimum temperature
Apr,-13.9,2013,FUJISAN,Monthly mean daily minimum temperature
May,-7.1,2013,FUJISAN,Monthly mean daily minimum temperature
Jun,-0.7,2013,FUJISAN,Monthly mean daily minimum temperature
Jul,2.6,2013,FUJISAN,Monthly mean daily minimum temperature
Aug,3.7,2013,FUJISAN,Monthly mean daily minimum temperature
Sep,1.6,2013,FUJISAN,Monthly mean daily minimum temperature
Oct,-3.1,2013,FUJISAN,Monthly mean daily minimum temperature
Nov,-14.5,2013,FUJISAN,Monthly mean daily minimum temperature
Dec,-19.8,2013,FUJISAN,Monthly mean daily minimum temperature
Jan,-21.5,2014,FUJISAN,Monthly mean daily minimum temperature
Feb,-18.9,2014,FUJISAN,Monthly mean daily minimum temperature
Mar,-18.6,2014,FUJISAN,Monthly mean daily minimum temperature
Apr,-12.8,2014,FUJISAN,Monthly mean daily minimum temperature
May,-7.4,2014,FUJISAN,Monthly mean daily minimum temperature
Jun,-1,2014,FUJISAN,Monthly mean daily minimum temperature
Jul,3,2014,FUJISAN,Monthly mean daily minimum temperature
Aug,2.7,2014,FUJISAN,Monthly mean daily minimum temperature
Sep,-1.4,2014,FUJISAN,Monthly mean daily minimum temperature
Oct,-5.6,2014,FUJISAN,Monthly mean daily minimum temperature
Nov,-11.2,2014,FUJISAN,Monthly mean daily minimum temperature
Dec,-22.1,2014,FUJISAN,Monthly mean daily minimum temperature
Jan,-21.4,2015,FUJISAN,Monthly mean daily minimum temperature
Feb,-21.6,2015,FUJISAN,Monthly mean daily minimum temperature
Mar,-17.2,2015,FUJISAN,Monthly mean daily minimum temperature
Apr,-9.6,2015,FUJISAN,Monthly mean daily minimum temperature
May,-5.1,2015,FUJISAN,Monthly mean daily minimum temperature
Jun,-1.3,2015,FUJISAN,Monthly mean daily minimum temperature
Jul,3,2015,FUJISAN,Monthly mean daily minimum temperature
Aug,3.7,2015,FUJISAN,Monthly mean daily minimum temperature
Sep,-0.6,2015,FUJISAN,Monthly mean daily minimum temperature
Oct,-5.8,2015,FUJISAN,Monthly mean daily minimum temperature
Nov,-9.1,2015,FUJISAN,Monthly mean daily minimum temperature
Dec,-16.5,2015,FUJISAN,Monthly mean daily minimum temperature
Jan,NA,2009,FUJISAN,Monthly mean daily wind speed
Feb,NA,2009,FUJISAN,Monthly mean daily wind speed
Mar,NA,2009,FUJISAN,Monthly mean daily wind speed
Apr,NA,2009,FUJISAN,Monthly mean daily wind speed
May,NA,2009,FUJISAN,Monthly mean daily wind speed
Jun,NA,2009,FUJISAN,Monthly mean daily wind speed
Jul,NA,2009,FUJISAN,Monthly mean daily wind speed
Aug,NA,2009,FUJISAN,Monthly mean daily wind speed
Sep,NA,2009,FUJISAN,Monthly mean daily wind speed
Oct,NA,2009,FUJISAN,Monthly mean daily wind speed
Nov,NA,2009,FUJISAN,Monthly mean daily wind speed
Dec,NA,2009,FUJISAN,Monthly mean daily wind speed
Jan,NA,2010,FUJISAN,Monthly mean daily wind speed
Feb,NA,2010,FUJISAN,Monthly mean daily wind speed
Mar,NA,2010,FUJISAN,Monthly mean daily wind speed
Apr,NA,2010,FUJISAN,Monthly mean daily wind speed
May,NA,2010,FUJISAN,Monthly mean daily wind speed
Jun,NA,2010,FUJISAN,Monthly mean daily wind speed
Jul,NA,2010,FUJISAN,Monthly mean daily wind speed
Aug,NA,2010,FUJISAN,Monthly mean daily wind speed
Sep,NA,2010,FUJISAN,Monthly mean daily wind speed
Oct,NA,2010,FUJISAN,Monthly mean daily wind speed
Nov,NA,2010,FUJISAN,Monthly mean daily wind speed
Dec,NA,2010,FUJISAN,Monthly mean daily wind speed
Jan,NA,2011,FUJISAN,Monthly mean daily wind speed
Feb,NA,2011,FUJISAN,Monthly mean daily wind speed
Mar,NA,2011,FUJISAN,Monthly mean daily wind speed
Apr,NA,2011,FUJISAN,Monthly mean daily wind speed
May,NA,2011,FUJISAN,Monthly mean daily wind speed
Jun,NA,2011,FUJISAN,Monthly mean daily wind speed
Jul,NA,2011,FUJISAN,Monthly mean daily wind speed
Aug,NA,2011,FUJISAN,Monthly mean daily wind speed
Sep,NA,2011,FUJISAN,Monthly mean daily wind speed
Oct,NA,2011,FUJISAN,Monthly mean daily wind speed
Nov,NA,2011,FUJISAN,Monthly mean daily wind speed
Dec,NA,2011,FUJISAN,Monthly mean daily wind speed
Jan,NA,2012,FUJISAN,Monthly mean daily wind speed
Feb,NA,2012,FUJISAN,Monthly mean daily wind speed
Mar,NA,2012,FUJISAN,Monthly mean daily wind speed
Apr,NA,2012,FUJISAN,Monthly mean daily wind speed
May,NA,2012,FUJISAN,Monthly mean daily wind speed
Jun,NA,2012,FUJISAN,Monthly mean daily wind speed
Jul,NA,2012,FUJISAN,Monthly mean daily wind speed
Aug,NA,2012,FUJISAN,Monthly mean daily wind speed
Sep,NA,2012,FUJISAN,Monthly mean daily wind speed
Oct,NA,2012,FUJISAN,Monthly mean daily wind speed
Nov,NA,2012,FUJISAN,Monthly mean daily wind speed
Dec,NA,2012,FUJISAN,Monthly mean daily wind speed
Jan,NA,2013,FUJISAN,Monthly mean daily wind speed
Feb,NA,2013,FUJISAN,Monthly mean daily wind speed
Mar,NA,2013,FUJISAN,Monthly mean daily wind speed
Apr,NA,2013,FUJISAN,Monthly mean daily wind speed
May,NA,2013,FUJISAN,Monthly mean daily wind speed
Jun,NA,2013,FUJISAN,Monthly mean daily wind speed
Jul,NA,2013,FUJISAN,Monthly mean daily wind speed
Aug,NA,2013,FUJISAN,Monthly mean daily wind speed
Sep,NA,2013,FUJISAN,Monthly mean daily wind speed
Oct,NA,2013,FUJISAN,Monthly mean daily wind speed
Nov,NA,2013,FUJISAN,Monthly mean daily wind speed
Dec,NA,2013,FUJISAN,Monthly mean daily wind speed
Jan,NA,2014,FUJISAN,Monthly mean daily wind speed
Feb,NA,2014,FUJISAN,Monthly mean daily wind speed
Mar,NA,2014,FUJISAN,Monthly mean daily wind speed
Apr,NA,2014,FUJISAN,Monthly mean daily wind speed
May,NA,2014,FUJISAN,Monthly mean daily wind speed
Jun,NA,2014,FUJISAN,Monthly mean daily wind speed
Jul,NA,2014,FUJISAN,Monthly mean daily wind speed
Aug,NA,2014,FUJISAN,Monthly mean daily wind speed
Sep,NA,2014,FUJISAN,Monthly mean daily wind speed
Oct,NA,2014,FUJISAN,Monthly mean daily wind speed
Nov,NA,2014,FUJISAN,Monthly mean daily wind speed
Dec,NA,2014,FUJISAN,Monthly mean daily wind speed
Jan,NA,2015,FUJISAN,Monthly mean daily wind speed
Feb,NA,2015,FUJISAN,Monthly mean daily wind speed
Mar,NA,2015,FUJISAN,Monthly mean daily wind speed
Apr,NA,2015,FUJISAN,Monthly mean daily wind speed
May,NA,2015,FUJISAN,Monthly mean daily wind speed
Jun,NA,2015,FUJISAN,Monthly mean daily wind speed
Jul,NA,2015,FUJISAN,Monthly mean daily wind speed
Aug,NA,2015,FUJISAN,Monthly mean daily wind speed
Sep,NA,2015,FUJISAN,Monthly mean daily wind speed
Oct,NA,2015,FUJISAN,Monthly mean daily wind speed
Nov,NA,2015,FUJISAN,Monthly mean daily wind speed
Dec,NA,2015,FUJISAN,Monthly mean daily wind speed
Jan,628.4,2009,FUJISAN,Monthly mean station level pressure
Feb,629.3,2009,FUJISAN,Monthly mean station level pressure
Mar,630.7,2009,FUJISAN,Monthly mean station level pressure
Apr,635.8,2009,FUJISAN,Monthly mean station level pressure
May,640.7,2009,FUJISAN,Monthly mean station level pressure
Jun,641.6,2009,FUJISAN,Monthly mean station level pressure
Jul,645.7,2009,FUJISAN,Monthly mean station level pressure
Aug,648.1,2009,FUJISAN,Monthly mean station level pressure
Sep,646.1,2009,FUJISAN,Monthly mean station level pressure
Oct,641.4,2009,FUJISAN,Monthly mean station level pressure
Nov,639.6,2009,FUJISAN,Monthly mean station level pressure
Dec,630,2009,FUJISAN,Monthly mean station level pressure
Jan,626.2,2010,FUJISAN,Monthly mean station level pressure
Feb,629.8,2010,FUJISAN,Monthly mean station level pressure
Mar,632.9,2010,FUJISAN,Monthly mean station level pressure
Apr,636.8,2010,FUJISAN,Monthly mean station level pressure
May,639.3,2010,FUJISAN,Monthly mean station level pressure
Jun,644.9,2010,FUJISAN,Monthly mean station level pressure
Jul,648.8,2010,FUJISAN,Monthly mean station level pressure
Aug,653.1,2010,FUJISAN,Monthly mean station level pressure
Sep,648.1,2010,FUJISAN,Monthly mean station level pressure
Oct,644.5,2010,FUJISAN,Monthly mean station level pressure
Nov,636.8,2010,FUJISAN,Monthly mean station level pressure
Dec,627,2010,FUJISAN,Monthly mean station level pressure
Jan,622.1,2011,FUJISAN,Monthly mean station level pressure
Feb,630.6,2011,FUJISAN,Monthly mean station level pressure
Mar,627.1,2011,FUJISAN,Monthly mean station level pressure
Apr,633.8,2011,FUJISAN,Monthly mean station level pressure
May,639.9,2011,FUJISAN,Monthly mean station level pressure
Jun,643.6,2011,FUJISAN,Monthly mean station level pressure
Jul,647.7,2011,FUJISAN,Monthly mean station level pressure
Aug,649.4,2011,FUJISAN,Monthly mean station level pressure
Sep,646.5,2011,FUJISAN,Monthly mean station level pressure
Oct,644.4,2011,FUJISAN,Monthly mean station level pressure
Nov,641.4,2011,FUJISAN,Monthly mean station level pressure
Dec,630.1,2011,FUJISAN,Monthly mean station level pressure
Jan,625.7,2012,FUJISAN,Monthly mean station level pressure
Feb,626.3,2012,FUJISAN,Monthly mean station level pressure
Mar,630.1,2012,FUJISAN,Monthly mean station level pressure
Apr,635.8,2012,FUJISAN,Monthly mean station level pressure
May,638.2,2012,FUJISAN,Monthly mean station level pressure
Jun,642,2012,FUJISAN,Monthly mean station level pressure
Jul,647.2,2012,FUJISAN,Monthly mean station level pressure
Aug,650.7,2012,FUJISAN,Monthly mean station level pressure
Sep,648.4,2012,FUJISAN,Monthly mean station level pressure
Oct,642.4,2012,FUJISAN,Monthly mean station level pressure
Nov,633.8,2012,FUJISAN,Monthly mean station level pressure
Dec,628.4,2012,FUJISAN,Monthly mean station level pressure
Jan,626.3,2013,FUJISAN,Monthly mean station level pressure
Feb,627.6,2013,FUJISAN,Monthly mean station level pressure
Mar,632,2013,FUJISAN,Monthly mean station level pressure
Apr,632.1,2013,FUJISAN,Monthly mean station level pressure
May,640.3,2013,FUJISAN,Monthly mean station level pressure
Jun,643.1,2013,FUJISAN,Monthly mean station level pressure
Jul,647,2013,FUJISAN,Monthly mean station level pressure
Aug,647.7,2013,FUJISAN,Monthly mean station level pressure
Sep,648.4,2013,FUJISAN,Monthly mean station level pressure
Oct,645.8,2013,FUJISAN,Monthly mean station level pressure
Nov,634.9,2013,FUJISAN,Monthly mean station level pressure
Dec,627.4,2013,FUJISAN,Monthly mean station level pressure
Jan,628.3,2014,FUJISAN,Monthly mean station level pressure
Feb,629.6,2014,FUJISAN,Monthly mean station level pressure
Mar,630.1,2014,FUJISAN,Monthly mean station level pressure
Apr,636,2014,FUJISAN,Monthly mean station level pressure
May,639.5,2014,FUJISAN,Monthly mean station level pressure
Jun,643.4,2014,FUJISAN,Monthly mean station level pressure
Jul,647.1,2014,FUJISAN,Monthly mean station level pressure
Aug,648.7,2014,FUJISAN,Monthly mean station level pressure
Sep,645.4,2014,FUJISAN,Monthly mean station level pressure
Oct,644.5,2014,FUJISAN,Monthly mean station level pressure
Nov,639.2,2014,FUJISAN,Monthly mean station level pressure
Dec,626.2,2014,FUJISAN,Monthly mean station level pressure
Jan,627.2,2015,FUJISAN,Monthly mean station level pressure
Feb,626.7,2015,FUJISAN,Monthly mean station level pressure
Mar,632.8,2015,FUJISAN,Monthly mean station level pressure
Apr,640,2015,FUJISAN,Monthly mean station level pressure
May,640.8,2015,FUJISAN,Monthly mean station level pressure
Jun,642.3,2015,FUJISAN,Monthly mean station level pressure
Jul,647.9,2015,FUJISAN,Monthly mean station level pressure
Aug,648.3,2015,FUJISAN,Monthly mean station level pressure
Sep,645.7,2015,FUJISAN,Monthly mean station level pressure
Oct,642.3,2015,FUJISAN,Monthly mean station level pressure
Nov,642.6,2015,FUJISAN,Monthly mean station level pressure
Dec,634.8,2015,FUJISAN,Monthly mean station level pressure
